,,,,,,,,,,,,,SAMPLE_NAME,GEOR-00089,GEOR-00090,GEOR-00091,GEOR-00092,GEOR-00093,GEOR-00094,GEOR-00095,GEOR-00096,GEOR-00097,GEOR-00098,GEOR-00099,GEOR-00100,GEOR-00101,GEOR-00102,GEOR-00103,GEOR-00104,GEOR-00105,GEOR-00106,GEOR-00107,GEOR-00108
1467,1-linoleoylglycerophosphoinositol*,Lipid,Lysolipid,36594,LC/MS Neg,100001778,5494,595.28888,,,,,,1.5110,1.6374,0.8973,1.8351,0.9703,1.9700,1.2194,1.3173,3.4007,1.0185,3.5615,3.3080,1.4573,3.1008,3.3886,4.6293,2.4868,1.7599,2.7004,3.1618
1529,1-myristoylglycerol (1-monomyristin),Lipid,Monoacylglycerol,35625,LC/MS Neg,100001618,6353.3,227.20163,75685-84-6,79050,71382,C01885,HMDB11561,1.1777,0.6777,0.9540,1.4809,0.9316,3.1659,1.2924,3.3551,6.1084,10.3065,2.6859,1.4742,1.6860,2.3125,5.3111,3.4495,1.7674,1.9363,1.8331,2.6326
1538,1-oleoylglycerol (1-monoolein),Lipid,Monoacylglycerol,21184,LC/MS Pos,100000924,5820.4,374.32649,111-03-5,5283468,4446588,,HMDB11567,0.5323,0.4774,1.1826,6.3805,1.3753,1.6508,0.9827,2.1627,7.6907,2.2698,1.0000,1.3264,3.7790,4.8667,6.7261,3.1226,1.2351,1.4467,3.6671,2.1993
1406,1-oleoylglycerophosphocholine (18:1),Lipid,Lysolipid,48258,LC/MS Pos,100001272,5700,522.35542,19420-56-5,16081932,17240641,,HMDB02815,0.7585,0.7463,1.3140,2.1370,1.5563,0.4047,1.7863,2.3668,1.2465,0.6463,1.1961,0.9751,1.9629,2.0715,0.8809,1.4829,2.1922,0.7896,1.0249,1.6151
1442,1-oleoylglycerophosphoethanolamine,Lipid,Lysolipid,35628,LC/MS Neg,100001569,6125.1,478.29391,89576-29-4,9547071,7826021,,HMDB11506,0.8400,0.7354,0.4215,0.8198,0.6634,1.1712,0.6946,0.8216,1.3907,1.8713,1.1425,1.5248,0.6619,1.0312,2.4103,1.0984,1.1828,0.7280,1.0347,1.5828
1489,1-oleoylglycerophosphoglycerol*,Lipid,Lysolipid,45968,LC/MS Neg,100005716,5610,509.28849,,,,,,1.2120,0.9110,0.8793,0.8353,0.7959,1.4614,1.2598,1.4567,1.3438,2.0436,2.3713,1.8381,1.5222,1.5681,3.0770,2.2474,1.8545,1.9292,1.1522,2.7561
1465,1-oleoylglycerophosphoinositol*,Lipid,Lysolipid,36602,LC/MS Neg,100001777,5599,597.30453,,,,,,1.0565,1.2629,0.6315,0.8300,0.8657,1.3598,1.0340,1.0950,1.8524,1.1758,2.9797,3.5557,1.2534,1.9632,3.4355,3.4702,2.6455,2.1437,1.3314,3.1743
1474,1-oleoylglycerophosphoserine,Lipid,Lysolipid,19260,LC/MS Neg,100000630,5607,522.28374,,9547099,7826049,,,1.5667,1.7435,1.0000,0.7342,1.3524,2.3845,1.9938,2.3986,3.0942,3.5653,2.9839,3.9529,1.4035,1.5594,5.2947,3.5024,3.3587,2.5970,1.1739,3.0787
1400,1-palmitoleoylglycerophosphocholine (16:1)*,Lipid,Lysolipid,33230,LC/MS Pos,100001511,5525,494.32412,,24779461,21403152,,HMDB10383,0.8296,0.5823,0.8870,1.5033,1.5641,0.8220,0.9248,1.0979,1.5698,0.3506,0.6357,0.9434,1.4682,1.4610,0.6165,0.7162,1.3502,0.9455,1.1899,1.0988
1533,1-palmitoylglycerol (1-monopalmitin),Lipid,Monoacylglycerol,21127,LC/MS Pos,100000827,5790,348.31084,542-44-9,14900,14201,,HMDB31074,0.6509,0.4851,0.7198,3.1450,1.0984,0.8319,0.7218,1.2665,3.6295,1.9674,0.9183,1.0017,1.9119,2.7406,2.8623,2.1457,1.1924,0.8578,1.6048,1.5895
1398,1-palmitoylglycerophosphocholine (16:0),Lipid,Lysolipid,33955,LC/MS Pos,100001263,5670,496.33977,17364-16-8,86554,78064,,HMDB10382,0.7721,0.7898,1.6091,2.4007,1.0351,0.4819,1.3068,1.6148,0.9787,0.3543,1.3124,0.8865,2.7599,2.2072,0.5514,1.4489,2.1454,1.2696,1.3824,1.1049
1437,1-palmitoylglycerophosphoethanolamine,Lipid,Lysolipid,35631,LC/MS Neg,100001567,6057.2,452.27826,,9547069,7826019,,HMDB11503,1.0561,0.9016,0.6049,0.7355,0.6158,0.9625,0.5122,0.5881,0.7986,0.8397,1.1384,1.5252,0.8212,1.1116,1.4833,1.0302,1.0295,1.1606,1.1892,1.0491
1484,1-palmitoylglycerophosphoglycerol*,Lipid,Lysolipid,45970,LC/MS Neg,100005717,5570,483.27284,,3300276,2548639,,,1.1327,0.7597,2.7318,0.9690,0.2187,0.9698,0.5070,0.2187,0.7423,0.4886,1.1953,3.4525,2.0955,1.4123,1.9255,1.1290,3.1983,2.6165,1.2781,2.5407
1460,1-palmitoylglycerophosphoinositol*,Lipid,Lysolipid,35305,LC/MS Neg,100001655,5564,571.28888,,,,,HMDB61695,0.9154,1.4622,0.5949,0.7342,0.4914,0.9555,0.8637,0.9193,0.9243,0.7025,2.9513,3.6354,1.7633,2.1874,2.3489,3.0209,3.1292,2.5571,1.4709,2.7888
1486,1-palmitoylglycerophosphoserine*,Lipid,Lysolipid,46130,LC/MS Neg,100005805,5572,496.26809,,9547100,7826050,,,1.2812,0.9929,0.8321,0.7858,0.4075,1.9366,1.3899,1.5132,1.7163,1.2013,1.9603,2.5482,1.1620,1.7031,2.4138,1.6656,2.3589,2.2395,1.2193,1.9102
1432,1-palmitoylplasmenylethanolamine*,Lipid,Lysolipid,39270,LC/MS Neg,100003000,6285,436.28334,,,10471193,,,0.7827,0.3346,0.6066,0.3976,0.4380,0.6525,0.4524,1.1660,1.5320,0.6008,1.1283,1.7663,0.6218,0.8816,3.4668,0.3825,0.6109,0.9352,0.8920,1.4402
1536,1-stearoylglycerol (1-monostearin),Lipid,Monoacylglycerol,21188,LC/MS Pos,100000932,6042,376.34214,123-94-4;31566-31-1,24699,23095,D01947,HMDB31075,0.9661,0.3791,0.7333,1.6728,0.9029,1.3380,1.2587,2.1577,0.9805,2.9113,1.4153,1.0674,1.3158,1.3579,1.1972,1.0797,0.8346,1.4118,1.8601,0.8014
1404,1-stearoylglycerophosphocholine (18:0),Lipid,Lysolipid,33961,LC/MS Pos,100001271,5847,524.37107,19420-57-6,497299,435389,,HMDB10384,1.1517,2.0530,5.2998,1.5369,2.6419,1.0000,0.4782,0.6183,1.4545,0.0539,0.2659,2.2304,9.4603,2.0075,2.0902,1.5148,2.9531,3.5792,2.7292,1.7981
1440,1-stearoylglycerophosphoethanolamine,Lipid,Lysolipid,42398,LC/MS Neg,100001461,6514,480.30956,69747-55-3,9547068,7826018,,HMDB11130,0.8745,0.8734,0.9944,0.8458,0.6805,0.9530,0.5743,0.8786,0.8131,0.7929,1.2955,1.5822,1.1227,1.2697,1.8676,1.2650,1.1848,1.3731,1.1676,1.0030
1463,1-stearoylglycerophosphoinositol,Lipid,Lysolipid,19324,LC/MS Neg,100000656,5794.3,599.32018,796963-93-4,,21403067,,HMDB61696,0.9201,1.2775,1.0791,0.7954,0.7052,0.9987,0.8184,0.9733,1.4824,1.2277,2.7905,3.2448,2.3177,2.3647,3.0536,2.2698,2.3375,2.8226,1.7668,2.7245
1473,1-stearoylglycerophosphoserine*,Lipid,Lysolipid,45966,LC/MS Neg,100004327,5800,524.29939,,9547101,7826051,,,0.9718,0.9418,1.5360,0.7016,0.7243,1.1755,0.9139,1.1085,1.3858,1.4142,1.4352,1.7728,1.6615,1.4097,2.0642,1.1777,1.3560,1.7453,1.2082,1.3421
985,10-heptadecenoate (17:1n7),Lipid,Long Chain Fatty Acid,33971,LC/MS Neg,100001278,5555,267.23295,29743-97-3,5312435,4471860,,HMDB60038,0.6181,0.7548,0.7490,0.7960,0.9237,1.3480,0.7942,1.2921,1.9530,2.7600,1.1003,0.8714,0.9767,1.0439,1.8582,1.2830,1.1513,1.2529,0.8494,1.4498
995,10-nonadecenoate (19:1n9),Lipid,Long Chain Fatty Acid,33972,LC/MS Neg,100001277,5780,295.26425,73033-09-7,5312513,4471938,,HMDB13622,0.9188,0.8223,1.0232,0.9937,0.9533,1.5314,0.9759,1.7939,1.8627,3.2955,1.1838,1.0398,1.3882,0.9493,1.7061,1.3343,1.0534,1.4520,0.7869,1.3750
1248,13-HODE + 9-HODE,Lipid,"Fatty Acid, Monohydroxy",37752,LC/MS Neg,100002196,5275,295.22825,,43013,,,,0.8029,0.3534,0.7203,0.4586,0.7835,1.6982,0.6015,1.4318,1.2298,5.2654,1.9796,0.9556,1.2834,0.6679,3.5924,1.6360,0.7298,1.0678,0.6060,1.6707
1082,15-methylpalmitate (isobar with 2-methylpalmitate),Lipid,"Fatty Acid, Branched",38768,LC/MS Neg,100002945,5695,269.24868,,17903417,,,,1.0179,0.8898,0.7789,0.5420,0.8717,1.5718,1.0920,0.8310,1.1059,2.7922,1.3982,0.9160,0.9979,0.5941,1.7994,0.9972,1.2533,1.0863,0.6277,0.9813
1243,16-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",39609,LC/MS Neg,100002953,5236.2,271.22786,506-13-8,10466,10034,C18218,HMDB06294,0.8598,1.4342,0.9866,1.1319,1.0134,1.0740,1.5841,1.0531,1.1852,1.9253,1.1823,1.5095,1.2963,1.1958,1.0688,1.0799,1.5999,1.2769,1.0711,1.4281
1085,17-methylstearate,Lipid,"Fatty Acid, Branched",38296,LC/MS Neg,100002356,5993,297.2799,2724-59-6,3083779,2340933,,,0.9347,0.1054,0.7419,0.7440,1.0547,1.5008,0.7533,1.4444,1.3681,3.9111,1.2258,0.5208,0.9152,1.1453,1.1751,1.2045,0.7997,0.6242,0.6539,1.4261
2388,2'-deoxyadenosine 5'-monophosphate,Nucleotide,"Purine Metabolism, Adenine containing",46333,LC/MS Neg,100000485,1315,330.06089,653-63-4,12599,601,C00360,HMDB00905,0.4132,0.2292,0.0752,0.1701,0.4497,0.6726,0.5708,0.1527,0.0271,0.6861,0.3201,0.0456,0.0823,0.1444,0.0560,0.2484,0.2991,0.1129,0.0338,0.3024
2469,2'-deoxycytidine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",15949,LC/MS Neg,100000125,1492.2,226.08333,951-77-9,13711,13117,C00881,HMDB00014,0.4234,0.7921,2.3110,0.8007,0.0737,1.6797,2.1953,1.7611,3.1937,5.0844,1.0379,2.1101,3.5378,0.9151,5.1455,0.6870,1.2568,3.5055,1.0121,1.0249
2467,2'-deoxycytidine 5'-monophosphate,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",533,LC/MS Pos,298,1125.5,308.06422,1032-65-1,13945,5414501,C00239,HMDB01202,2.8622,1.2857,0.4100,0.5670,1.2615,1.6307,0.9284,0.1384,0.0979,0.0979,0.4110,0.5715,0.7133,0.3970,0.0979,0.7529,1.0000,0.1925,0.5320,0.3315
2419,2'-deoxyguanosine,Nucleotide,"Purine Metabolism, Guanine containing",1411,LC/MS Neg,348,1751,266.08948,961-07-9,187790,163230,C00330,HMDB00085,0.3591,0.9099,0.5630,0.9990,0.4322,0.2591,0.4936,1.4128,11.9702,19.0995,0.7003,2.4626,0.6484,0.6290,21.9602,0.2454,0.3682,0.9247,1.0027,0.4799
2354,2'-deoxyinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15076,LC/MS Neg,100000135,1688,251.07857,890-38-0,65058,58569,C05512,HMDB00071,0.1294,0.3967,0.3650,0.2172,0.3187,0.1191,0.3526,0.4875,2.5616,6.0222,0.2395,0.8099,0.5161,0.1778,7.8505,0.1464,0.2092,0.6250,0.2318,0.2722
2448,2'-deoxyuridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",1412,LC/MS Neg,536,1585.5,111.01997,951-78-0,13712,13118,C00526,HMDB00012,0.2290,0.3850,1.6640,0.9137,0.3294,0.3240,0.3856,0.9937,2.6223,1.3704,1.0827,1.9958,2.7149,0.9805,1.3747,0.8800,0.7209,2.6590,1.7309,0.1631
770,"2,3-diphosphoglycerate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",15664,LC/MS Neg,1227,555,264.952,102783-53-9,186004,161681,C01159,HMDB01294,0.5011,0.5550,0.0394,0.0315,0.8430,2.4306,0.7052,0.6986,0.4063,0.6081,3.9161,1.2565,0.2873,0.2835,1.1740,4.1680,2.1561,0.8305,0.1421,3.8711
77,2-aminoadipate,Amino Acid,Lysine Metabolism,6146,LC/MS Pos,381,793.3,162.07609,542-32-5;1118-90-7,469,456,C00956,HMDB00510,0.8811,0.9060,0.6326,1.4300,0.9405,0.5207,0.7941,0.8810,0.8330,1.0148,0.7169,0.9594,0.7092,1.0911,0.3396,0.6325,0.9534,0.6854,1.0171,0.9047
272,2-hydroxy-3-methylvalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",36746,LC/MS Neg,100001541,1800,131.07136,488-15-3,164623,144317,,HMDB00317,1.7517,0.8599,0.3606,0.5526,1.8770,0.9332,2.8083,1.2411,0.7076,1.3888,1.0162,1.0022,0.2420,0.5314,0.6806,0.7499,0.7264,0.2516,0.4842,0.7466
1096,2-hydroxyglutarate,Lipid,"Fatty Acid, Dicarboxylate",37253,LC/MS Polar,100002070,3352.8,147.02989,40951-21-1,43,42,C02630,HMDB00606,2.3316,1.6439,1.5594,1.0531,1.1256,2.2859,2.0597,1.0320,1.1913,2.3619,1.5234,1.3420,1.2317,0.6697,0.9510,1.1286,1.1599,1.1489,0.6821,0.8226
1224,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",35675,LC/MS Neg,100001579,5511.2,271.22786,764-67-0,92836,83805,,HMDB31057,1.0324,1.4245,1.2166,0.9046,0.8549,0.9800,0.8724,0.7267,0.6081,1.9607,1.4741,0.6614,1.2231,0.9643,0.7300,1.3481,1.5968,1.2453,0.8858,1.0955
1541,2-linoleoylglycerol (2-monolinolein),Lipid,Monoacylglycerol,32506,LC/MS Neg,100000987,6250,279.23293,3443-82-1,5365676,4517636,,HMDB11538,0.7522,0.5759,1.0193,1.8748,0.9807,3.6733,1.1575,2.9900,4.0841,16.5719,1.4993,1.0669,1.6597,2.1805,5.4468,2.1298,1.1149,2.3816,1.9673,2.7171
267,2-methylbutyrylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",45095,LC/MS Pos,100001509,2465,246.16999,31023-25-3,6426901,4932320,,HMDB00378,2.1287,0.3521,2.6818,0.3046,0.1622,1.3529,0.1622,1.6827,0.6163,1.4475,0.2690,0.1622,1.9167,0.1622,0.1622,1.8497,0.4155,2.5530,0.1622,0.3662
1530,2-myristoylglycerol (2-monomyristin),Lipid,Monoacylglycerol,34383,LC/MS Neg,100001408,6230,227.20163,27214-38-6,137938,121585,,,1.4495,0.8753,1.2751,5.1113,1.4499,4.7846,1.2833,4.7463,14.9244,11.2494,4.1067,2.3335,1.9936,5.5923,9.0066,4.8677,1.7225,2.4261,3.9623,3.9072
1539,2-oleoylglycerol (2-monoolein),Lipid,Monoacylglycerol,21232,LC/MS Pos,100000943,5821.7,374.32649,3443-84-3,5319879,4478086,,,0.5799,0.5174,1.3463,8.2789,1.3334,1.5583,0.7230,2.6410,9.7055,2.7029,1.5933,1.6094,4.3140,8.6774,5.3546,4.2406,1.6339,2.0333,5.2059,3.3279
1401,2-palmitoleoylglycerophosphocholine*,Lipid,Lysolipid,35819,LC/MS Pos,100001561,5490,494.32412,,,21403164,,,1.0314,0.5605,1.5147,1.5269,1.5529,0.9815,0.7970,1.4502,1.4248,0.3790,0.6643,0.7809,1.9148,1.4201,0.4320,0.7161,1.3798,1.2189,1.1843,1.0000
1534,2-palmitoylglycerol (2-monopalmitin),Lipid,Monoacylglycerol,33419,LC/MS Pos,100001048,5791,348.31084,23470-00-0,123409,110006,,HMDB11533,0.2986,0.4458,0.4851,2.9462,1.2198,0.5229,0.6481,1.2042,3.5283,1.3735,0.5288,1.0190,2.9963,3.8600,5.6213,2.3636,2.0918,0.9304,2.4778,4.0457
1399,2-palmitoylglycerophosphocholine*,Lipid,Lysolipid,35253,LC/MS Pos,100001562,5610,496.33977,,15061532,21403165,,,1.2208,0.6852,1.0076,1.3744,1.4768,1.1734,2.2314,2.3685,1.7069,0.5379,0.9924,0.9836,1.5645,1.3083,0.5519,0.9094,2.3546,1.2287,0.8630,0.9054
775,2-phosphoglycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",35629,LC/MS Polar,100000093,4346,184.98566,70195-25-4,59,13766841,C00631,HMDB03391,0.5825,0.9169,0.0653,0.0905,0.9184,3.3957,0.4068,0.3986,0.3503,0.9971,5.5936,0.8661,0.2115,0.5025,1.1532,7.8094,3.5423,0.5184,0.1160,8.2174
1405,2-stearoylglycerophosphocholine*,Lipid,Lysolipid,35255,LC/MS Pos,100001555,5777,524.37107,,10208382,8383879,,,0.1728,0.2680,1.7855,2.2118,1.0089,0.3711,0.5115,1.4031,0.9394,0.0913,0.4166,0.5000,5.1590,2.3441,0.9483,1.4016,1.6043,1.7750,1.2965,1.8245
1441,2-stearoylglycerophosphoethanolamine*,Lipid,Lysolipid,41220,LC/MS Neg,100003901,6350,480.30956,,,24769218,,,1.0763,0.7962,0.9658,0.5501,0.5103,1.0050,0.5881,0.9556,0.9175,0.4189,1.2272,1.5283,1.3208,1.0005,1.4995,1.2672,1.4301,1.1447,1.0039,1.0731
2513,3'-dephosphocoenzyme A,Cofactors and Vitamins,Pantothenate and CoA Metabolism,18289,LC/MS Neg,100000138,2013,686.1416,3633-59-8,444485,392407,C00882,HMDB01373,0.3723,0.4507,0.6108,0.5834,0.5317,0.4592,0.6424,1.8610,3.9209,8.0630,0.8827,3.1943,1.6849,0.8649,6.4896,0.8498,1.0840,2.2731,0.8635,2.1149
119,3-(4-hydroxyphenyl)lactate,Amino Acid,Phenylalanine and Tyrosine Metabolism,32197,LC/MS Neg,240,1379,181.05063,6482-98-0,9378,9010,C03672,HMDB00755,1.4394,1.0751,1.3577,1.8160,1.1227,1.2017,1.5134,1.6629,1.4361,1.5427,1.5296,1.0207,1.1585,1.4125,0.7020,1.1362,1.3154,1.2022,1.1529,1.0866
1589,3-hydroxy-3-methylglutarate,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2700,161.04555,503-49-1,1662,4573695,C03761,HMDB00355,1.9815,0.9836,1.5664,2.1367,1.5375,1.4248,1.0646,0.9305,1.4494,1.5222,1.0603,0.7319,1.0951,1.2496,0.6402,0.9278,0.7222,0.9975,1.2394,0.8594
1217,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,542,LC/MS Polar,254,1443.3,103.04007,625-72-9,441,428,C01089,HMDB00357,0.2041,1.5894,0.2041,0.2041,0.2041,0.2041,1.6049,0.6797,1.4295,0.2041,1.2083,0.2041,0.2041,0.3344,0.2041,0.6886,0.2041,0.2041,0.2041,0.2041
1229,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",22053,LC/MS Neg,100000997,4634.7,187.13396,5561-87-5,26612,24790,,HMDB02203,0.9255,0.7059,0.4986,0.5773,0.8304,1.5360,1.1591,1.0006,1.0883,3.3507,1.0588,0.6121,0.8551,0.7357,0.8696,0.9775,1.0292,0.7440,0.5588,0.9933
281,3-hydroxyisobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1549,LC/MS Polar,111,1619.1,103.04007,2068-83-9,87,10140307,C06001,HMDB00336,1.3866,1.0148,0.6025,0.6619,0.9062,0.9821,1.2353,0.7611,0.9079,1.1986,1.1436,1.1943,0.6480,0.7423,0.5135,1.0000,1.2959,0.5657,0.6093,1.0265
1231,3-hydroxylaurate,Lipid,"Fatty Acid, Monohydroxy",32457,LC/MS Neg,100001112,5175,215.16526,53941-38-1,94216,85026,,HMDB00387,1.0076,0.8918,0.5604,0.6986,0.7249,1.3246,1.0787,1.1463,1.2003,2.7856,1.2660,0.6868,0.8842,0.8604,0.9720,0.8439,1.0037,0.9217,0.6202,0.8056
1233,3-hydroxymyristate,Lipid,"Fatty Acid, Monohydroxy",21158,LC/MS Neg,100000882,5335,243.19656,3422-31-9,16064,15252,,,0.9860,1.1096,0.7768,1.0502,0.9407,1.2551,1.2036,0.7687,0.9500,3.2650,1.1866,0.6876,1.0717,1.1406,0.8373,1.4104,1.2844,0.8934,0.7522,0.9468
1228,3-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",22001,LC/MS Neg,100000773,3446,159.10266,88930-08-9,26613,24791,,HMDB01954,0.9283,0.5426,0.7420,0.6763,0.7599,1.3742,0.9838,0.7509,1.0971,4.8488,0.9404,0.7822,0.5720,0.7358,1.7566,1.2245,0.7819,0.9720,0.5633,1.3676
1234,3-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",27503,LC/MS Neg,100000983,5476,271.22786,928-17-6,301590,266538,,HMDB10734,0.9655,0.9870,0.5605,0.6488,0.9215,1.1244,0.9792,0.5649,0.6841,2.2564,1.1809,0.7443,0.6950,0.8196,0.7349,1.1076,1.3024,0.6126,0.7012,1.0537
278,3-methyl-2-oxobutyrate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",44526,LC/MS Polar,100000936,911,115.04006,3715-29-5,49,48,C00141,HMDB00019,1.0709,0.4751,0.4674,0.1995,0.9008,1.8024,1.8749,0.1803,0.6681,7.1684,0.6599,0.7551,0.1405,0.1405,3.5441,0.2070,0.4378,0.1650,0.1539,0.5022
266,3-methyl-2-oxovalerate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.05572,1460-34-0;51829-07-3,47,46,C00671,HMDB03736,1.0407,0.5552,0.3041,0.3475,1.1037,1.6801,2.0035,0.4997,0.8496,8.7519,0.8162,0.7287,0.4119,0.4560,3.2037,0.5733,0.8690,0.5285,0.3290,0.7682
776,3-phosphoglycerate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1414,LC/MS Neg,132,583,184.98566,80731-10-8,724,10669764,C00597,HMDB00807,0.4911,0.8662,0.1059,0.1027,0.9036,2.5947,0.6197,0.6619,0.5517,0.9805,3.9480,0.9888,0.2675,0.3029,1.1299,3.9280,1.9957,0.6673,0.1994,4.1437
364,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,1558,LC/MS Pos,1113,1721.3,146.08117,3025-96-5,18189,17180,C02946,HMDB03681,0.0724,0.8560,0.0724,1.1130,0.2694,0.0724,2.1321,2.5539,0.0724,4.3572,0.8683,0.8391,0.4008,1.1053,0.2561,0.5722,2.1579,0.4238,0.0724,1.7065
